A_1,A_2,A_3,A_4,W_1,W_2,W_3,W_4,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,virtual_sensor_1,virtual_sensor_2,virtual_sensor_3,virtual_sensor_4,virtual_sensor_5,virtual_sensor_6,virtual_sensor_7,virtual_sensor_8,virtual_sensor_9,virtual_sensor_10,virtual_sensor_11,virtual_sensor_12,virtual_sensor_13,virtual_sensor_14,RUL
2.0,1.0,3.0,1.0,10065.0,0.4502609968185421,77.07952880859379,502.35173902926596,600.205196852691,1438.84360396138,1818.8915094518106,1228.3493599184,15.793441911496,11.562501491940301,16.0339511791837,20.1169578840368,331.309170594489,336.642050173719,12.6122811144619,2162.27136472951,8592.423763173521,3.85755831239804,2798.9786697269105,352.504764579811,62.7742617950453,2419.79627201432,228.444667048187,228.44017519588505,26.4932456950139,15.8959474170084,215.80314714801497,228.36689155019297,16.6603413993762,9.89802166534787,25.3571226145553,41.9161651931163,74
2.0,1.0,3.0,1.0,10072.0,0.4501349925994871,77.07952880859379,502.31410650609,600.185380734948,1438.78903665004,1818.57695693996,1228.05864325541,15.7890328863043,11.5583966801806,16.0294750114764,20.1124463722239,331.219406838066,336.55400544459997,12.606929048652999,2162.42087549037,8592.34352606622,3.8554734763304297,2798.48485229852,352.412571146178,62.759141298314894,2419.29149365857,228.403915971239,228.401074891288,26.4886269715334,15.8931761829201,215.765130704912,228.327241967087,16.6594349129964,9.89638052468553,25.3669007795877,41.9048649573102,74
2.0,1.0,3.0,1.0,10080.0,0.45007199048996,77.07952880859379,502.2803520118711,600.142365749484,1438.69197691368,1818.49906279158,1228.01556588703,15.783556001709199,11.5545273400104,16.0239147225474,20.1053465812926,331.101834421461,336.434048124436,12.6029067401725,2162.30478823373,8592.01735971707,3.85413229800428,2798.38473995068,352.28696138684404,62.736436747743596,2418.49170573625,228.32527198202203,228.32636783087503,26.479802200022107,15.887881320013301,215.69245710363398,228.250558111622,16.6587041473583,9.89515330089243,25.3659482221328,41.905162793976004,74
2.0,1.0,3.0,1.0,10084.0,0.45007199048996,77.07952880859379,502.26480626431504,600.119453681062,1438.6387904832998,1818.4534026654,1227.99103971976,15.7807825009696,11.5526522979095,16.021098985755998,20.101626778932896,331.039280050866,336.370159164866,12.6007872639592,2162.23086627596,8591.83616830385,3.85340059076199,2798.3257327805604,352.220061952739,62.7242423401955,2418.0916647106696,228.28584303470402,228.286377648269,26.4750783597018,15.8850470158211,215.653888541557,228.20972073489497,16.6589164191309,9.89532650403178,25.3652754716918,41.905124143006894,74
2.0,1.0,3.0,1.0,10091.0,0.45032399892807,77.07952880859379,502.260146532651,600.1114796662371,1438.61942576579,1818.4299185814496,1227.9591024121698,15.7787046752689,11.551213212004,16.0189895180395,20.0990201674067,330.995190964316,336.325248237185,12.5983589579878,2162.22338808976,8591.771810599941,3.85285088270343,2798.29286539216,352.173034803336,62.7157981780391,2417.88300054584,228.258043435215,228.257427022205,26.471658566998,15.882995140198801,215.62630897141997,228.180432836629,16.6621968632336,9.89527808444019,25.3652291822997,41.9047271874946,74
2.0,1.0,3.0,1.0,10096.0,0.4501979947090151,77.07952880859379,502.231819265918,600.0821607953341,1438.55175179148,1818.29993920972,1227.86056450608,15.7748215542523,11.548214046336401,16.015047263200298,20.0942126911634,330.912300286644,336.241626563803,12.5951766745151,2162.19401446957,8591.572775194742,3.8516104746075,2798.10121265276,352.085472841678,62.700334765280196,2417.32847626496,228.209892033745,228.209918304357,26.4660465997022,15.8796279598213,215.580102036326,228.13175604890597,16.6607700552613,9.895079633736213,25.367338160026,41.9017295415616,74
2.0,1.0,3.0,1.0,10103.0,0.4511429965496061,77.07952880859379,502.287473869172,600.1304663396061,1438.61234540038,1818.4756611771,1227.96002918511,15.7783954043626,11.551629557591696,16.018675537424,20.0986431009577,330.953948792804,336.282729554341,12.594908400271,2162.1905437127302,8591.71481789669,3.85258057523084,2798.3687584336303,352.12851262234705,62.7075822445852,2418.051125278361,228.22913222966702,228.22669069298598,26.468027838109002,15.8808167028654,215.596389992031,228.148606857872,16.6731128141868,9.88977803629553,25.3647702366425,41.9070088796976,74
2.0,1.0,3.0,1.0,10111.0,0.451079994440079,77.07952880859379,502.250095920684,600.103088217165,1438.55135128182,1818.22407440332,1227.73237092693,15.7734777077386,11.5474045715083,16.0136829520188,20.093132132891604,330.857684605374,336.187055419474,12.589814090885199,2162.276898048,8591.586611400691,3.8506769024171503,2797.9784688042305,352.028330282172,62.6905782596545,2417.45528584317,228.17912831895302,228.178052187919,26.4622824146979,15.877369448818701,215.54959336571,228.09945797266602,16.6727912026317,9.889382810947401,25.3714020116408,41.8984883643733,74
2.0,1.0,3.0,1.0,10117.0,0.45007199048996,77.07952880859379,502.144552117266,599.990114398088,1438.34454918496,1817.9161770771798,1227.55285095705,15.7615040827668,11.5380513869819,16.0015269875805,20.0777719743313,330.634555991952,335.960933811738,12.5836753581534,2162.11242851767,8590.957305218579,3.84757417588632,2797.5366307061104,351.791553729568,62.648324911909896,2415.52408726977,228.042699815478,228.04644090058704,26.4467358313818,15.8680414988291,215.421846030193,227.964860425216,16.6600018341195,9.89400701041975,25.3729386396033,41.8929805798275,74
2.0,1.0,3.0,1.0,10122.0,0.4502609968185421,77.07952880859379,502.140225876576,599.9646186757479,1438.29335986034,1818.0328689436801,1227.68037357468,15.7590143042294,11.5369369931608,15.998999293633899,20.0737492484938,330.57737988472,335.900478345081,12.5827264705987,2161.92371680779,8590.723120275401,3.84752921388643,2797.73927751648,351.7282495760009,62.6359152538605,2415.11932404565,227.99671402873,227.99875629944802,26.4411030878722,15.8646618527233,215.375872085633,227.91586000097197,16.6616749220425,9.89528380112877,25.366196953275495,41.899736681382606,74
2.0,1.0,3.0,1.0,10129.0,0.451016992330551,77.07952880859379,502.18026018103205,600.004958655584,1438.35237498974,1818.10002824437,1227.68385587786,15.7615164722839,11.5390964954915,16.0015395657704,20.0771206751799,330.610673653665,335.934302283703,12.5817730472097,2161.99750554485,8590.90350799989,3.84797180504641,2797.83205830213,351.763667312778,62.6422987375966,2415.70088010462,228.019474940046,228.016655587115,26.443217441227997,15.8659304647368,215.39378084520501,227.93446804739798,16.6718014151885,9.89267696114426,25.3668436994661,41.900336565293706,74
2.0,1.0,3.0,1.0,10133.0,0.4513320028781889,77.07952880859379,502.192343738017,600.022793560021,1438.35473079476,1818.03027253939,1227.59565455243,15.762059715553999,11.5394932924253,16.002091081780698,20.078273292730806,330.599808121054,335.924310805686,12.579821843568801,2162.05808947665,8590.93035579159,3.84757852208038,2797.71884364573,351.75320503213203,62.640876371093995,2415.90585896058,228.017215166264,228.01488292710098,26.443008045763804,15.8658048274583,215.391631420123,227.932381714287,16.6763479887809,9.888161248162689,25.370752373036694,41.8974310911199,74
2.0,1.0,3.0,1.0,10139.0,0.4511429965496061,77.07952880859379,502.153866201164,599.984909028612,1438.2816154634302,1817.87719446405,1227.47645150185,15.7570162177041,11.535488886539301,15.996970779395001,20.072089668945104,330.503946699467,335.827623384888,12.5760499627091,2162.0435466476,8590.72295443365,3.84610605040958,2797.4909024316303,351.651961659569,62.6230606923355,2415.19290832881,227.959631010251,227.95963297560903,26.436481645243802,15.861888987146301,215.338302297389,227.87619010690798,16.6741846425652,9.88883636554775,25.3729828643455,41.893544448547395,74
2.0,1.0,3.0,1.0,10147.0,0.450953990221024,77.07952880859379,502.107312795874,599.930657271699,1438.1765291064498,1817.75037320414,1227.39696978995,15.7503724000385,11.5305281946873,15.9902257868411,20.0635178614036,330.373638526757,335.695121962458,12.5716737153148,2161.9488763772697,8590.38972235888,3.8444453401270096,2797.31414006532,351.513216714616,62.59814869170239,2414.20774910788,227.878329566329,227.879083762593,26.4269667694563,15.8561800616738,215.26032278315398,227.793825907561,16.671439762257698,9.89066327019813,25.3728837610446,41.8919720295308,74
2.0,1.0,3.0,1.0,10154.0,0.451016992330551,77.07952880859379,502.087637437574,599.90248623676,1438.1131566823499,1817.70272232663,1227.3689670331696,15.7466115912435,11.5279414108289,15.9864077068462,20.058552259544694,330.291835523589,335.61156687537397,12.568700830200903,2161.8673489786997,8590.173745770291,3.84351799351973,2797.25434367519,351.425724476832,62.5822580009962,2413.68394011651,227.825786059186,227.826248486762,26.420725602498802,15.8524353614993,215.209235487304,227.739760203515,16.6722334194392,9.89081312494156,25.371967229635402,41.8922397967747,74
2.0,1.0,3.0,1.0,10157.0,0.452214002609253,77.07952880859379,502.180416233535,599.989591128436,1438.2314676012695,1817.96343572584,1227.52090483494,15.754679793622,11.5349287411623,15.994598775250699,20.0687034960415,330.407400983048,335.727685460035,12.5706990327264,2161.89566148246,8590.486785766121,3.84549229612608,2797.64420842075,351.54731461783797,62.6034954941148,2415.09561564297,227.89137773216203,227.888071541039,26.428028450785302,15.856817070471196,215.2689373622,227.802436747744,16.688351877029998,9.88259075071262,25.3694324549359,41.8990985821294,74
2.0,1.0,3.0,1.0,10168.0,0.452151000499725,77.07952880859379,502.1333144405429,599.9591115937291,1438.17660881715,1817.64570434983,1227.22229738541,15.7485973526693,11.529487259700401,15.9884237082937,20.0620338164739,330.29972781548,335.621249896553,12.5644216809078,2162.05871597216,8590.410039616641,3.843168899068,2797.14499619067,351.435863766024,62.584893035025395,2414.38454153319,227.839073303079,227.83578640386105,26.421852268956105,15.8531113613737,215.219069644283,227.75004926944,16.6878648821676,9.88386544893175,25.3783253577874,41.8874339623249,74
2.0,1.0,3.0,1.0,10171.0,0.451835989952087,77.07952880859379,502.09624883148695,599.911525016239,1438.05555038481,1817.54728299682,1227.18406929051,15.7436424844194,11.5260779217785,15.9833933851974,20.0554850937374,330.18086069706004,335.500046326527,12.561241688001001,2161.89288671779,8590.001836982421,3.8418335024463497,2797.01874372793,351.308949033012,62.5618891534502,2413.56894167661,227.76010448199295,227.762423897451,26.4131863228864,15.847911793731804,215.14682919839,227.674035605691,16.6843109179159,9.88105419146273,25.3777649024196,41.8879537100014,74
2.0,1.0,3.0,1.0,10175.0,0.452151000499725,77.07952880859379,502.108103025643,599.9147416301059,1438.0655083300305,1817.63101384196,1227.24757077995,15.7436126348144,11.5264229103177,15.983363081029902,20.0551213011925,330.179483694952,335.497543711281,12.5609523249183,2161.8488488040807,8590.0021020966,3.84209111853616,2797.15156600011,351.306328493488,62.5609379225766,2413.62132653689,227.75486778281,227.75464578928901,26.4122675338598,15.8473605203159,215.140135920093,227.666569148487,16.6882855294907,9.88192527270716,25.374566789685396,41.8909372319115,74
2.0,1.0,3.0,1.0,10185.0,0.4529699981212621,77.07952880859379,502.13974014714205,599.94912141697,1438.1119687964301,1817.6622866951002,1227.21292236523,15.7447369224014,11.527459544096198,15.9845044897476,20.056974331026694,330.1875339622,335.505998404291,12.558580969665199,2161.94035869026,8590.15196083202,3.84214257900383,2797.1890192504493,351.31518157517405,62.5627665973718,2414.0475054727804,227.759538871561,227.75798128818403,26.4126615396667,15.847596923800001,215.14388763145402,227.67036815734198,16.6990606268642,9.87807566421238,25.376144222424607,41.8904769614871,74
2.0,1.0,3.0,1.0,10188.0,0.451521009206772,77.07952880859379,502.007675168075,599.823139736025,1437.87792558825,1817.14630029757,1226.86230661517,15.731415536822698,11.5164212439479,15.9709802404292,20.0404701155121,329.941499917566,335.258848415841,12.5513553027346,2161.86973527853,8589.50398174677,3.8380639263527407,2796.41878573247,351.056385775749,62.517460638513796,2411.8907563476,227.622326407598,227.625286983991,26.396987024984004,15.838192214990402,215.014799898522,227.534742930284,16.6811321234896,9.88348652626066,25.3842123921234,41.8772119855246,74
2.0,1.0,3.0,1.0,10196.0,0.452277004718781,77.07952880859379,502.04114454645895,599.828697855048,1437.87729256798,1817.4480047769198,1227.12132203783,15.7316755356234,11.517903531610699,15.971244198602399,20.0397043039419,329.928068240732,335.241370338433,12.551426331340801,2161.6553635272603,8589.38104819464,3.8390801961162,2796.90616466083,351.0380841240139,62.5125820636131,2411.97026605617,227.59387442508702,227.595176007172,26.3934301658471,15.8360580995083,214.98577451321896,227.50339239689202,16.6896714199792,9.8819957191198,25.3734832711889,41.890005841922004,74
2.0,1.0,3.0,1.0,10203.0,0.451835989952087,77.07952880859379,501.9762191684951,599.772583770256,1437.77623694406,1817.11322832084,1226.85078570685,15.724332517600699,11.511629831233899,15.9637893579702,20.030943364034894,329.794783415092,335.108409274257,12.5459059335957,2161.71733248585,8589.142821770509,3.83655419030954,2796.3928942999605,350.898857878803,62.4886304434474,2410.92869061716,227.52768430816602,227.526379845689,26.385303619271998,15.8311821715632,214.919645306753,227.433765412132,16.6840916817758,9.886069246616279,25.3806926204387,41.8793618931521,74
2.0,1.0,3.0,1.0,10208.0,0.45177298784256,77.07952880859379,501.953131293466,599.736112938669,1437.69310550034,1817.10780078835,1226.87705443923,15.720328863273899,11.5090595198544,15.9597247342882,20.0254421384183,329.704807530825,335.015813050461,12.5434892497074,2161.5638907246303,8588.839318670229,3.83577161638969,2796.4063978915196,350.801898482158,62.4707318473759,2410.2999874677803,227.463556771138,227.46548439338198,26.3781103439682,15.8268662063809,214.860269012659,227.371029458403,16.6833378848088,9.885078155959151,25.377638842680398,41.8822458866084,74
2.0,1.0,3.0,1.0,10215.0,0.451646983623505,77.07952880859379,501.91568902883006,599.694356185597,1437.6240960921,1816.99165921673,1226.79343303366,15.715057927643098,11.504994383111,15.9543735306021,20.0186944706261,329.610246360586,334.919899576629,12.540025597815301,2161.52573750465,8588.633383506529,3.83443280441952,2796.2374107972996,350.70146552526603,62.4527905936174,2409.54811188286,227.407470470838,227.407759435653,26.3712915833365,15.8227749500019,214.805101071553,227.31261783079896,16.681537024873,9.888470564769321,25.378034072984,41.879638901786606,74
2.0,1.0,3.0,1.0,10220.0,0.451898992061615,77.07952880859379,501.91846188943396,599.689804638272,1437.5958089657502,1817.00580251257,1226.8035194031402,15.7138428282214,11.5044489852529,15.953139927128301,20.017002272829398,329.570143681612,334.87857845788,12.538234620913801,2161.46385046013,8588.519067058309,3.83412125745862,2796.26799526116,350.658197338095,62.4447783727788,2409.4244529992498,227.379374660567,227.379654235197,26.367971656532607,15.820782993919599,214.77768376354496,227.283570870526,16.6849438051484,9.886381816945859,25.376927848569302,41.8813317634305,74
2.0,1.0,3.0,1.0,10227.0,0.451835989952087,77.07952880859379,501.888247147946,599.659912254954,1437.5392476293,1816.87049616375,1226.69160577082,15.709530247681599,11.5010215913195,15.948761672773196,20.0117089491997,329.48818097837,334.795996994012,12.5347169054376,2161.4663484543803,8588.36425879193,3.83282146721089,2796.06458497541,350.57172460105903,62.429584158539896,2408.84391237823,227.332936567224,227.332406971096,26.362390573460694,15.8174343440764,214.732339138125,227.23567846316,16.68416438505,9.887855243402461,25.3791171977888,41.8775485086824,74
2.0,1.0,3.0,1.0,10234.0,0.452717989683151,77.07952880859379,501.93857254305397,599.702887439842,1437.58106823311,1817.01675660694,1226.77182547481,15.7125113883225,11.503991698220196,15.951788211495,20.0154176179042,329.512464833568,334.819626392631,12.533926073919199,2161.44800247062,8588.448319352421,3.83354454826525,2796.28963650139,350.596467426839,62.4336113616888,2409.46398901883,227.342045100464,227.339843766756,26.363269044948,15.8179614269688,214.739195730112,227.242681126837,16.695748574191,9.881655233574552,25.377217694485,41.8823621155742,74
2.0,1.0,3.0,1.0,10241.0,0.452717989683151,77.07952880859379,501.912762308006,599.6854903424401,1437.53479071025,1816.80734993279,1226.57795960081,15.7088700185456,11.500851950648,15.948091389386402,20.011411261143998,329.436274815574,334.744069524008,12.5296353652355,2161.52585506297,8588.35596813077,3.83199617402583,2795.96381413017,350.51735028692,62.420232907648796,2409.04720666733,227.304495851586,227.30207847842098,26.3588080202635,15.815284812158101,214.702830183261,227.20446878815102,16.6963572917306,9.88092402039568,25.3831417953227,41.8751281540439,74
2.0,1.0,3.0,1.0,10249.0,0.453159004449844,77.07952880859379,501.92123258119796,599.687016147672,1437.51146153564,1816.83393197587,1226.58579401889,15.707661682475901,11.5003841202661,15.9468646522598,20.009840482335,329.392042682192,334.698496397216,12.527126675390198,2161.47407146605,8588.25345464496,3.83166906331082,2796.01275549475,350.4696297353051,62.4114544013033,2408.97887522335,227.271341765083,227.270479882616,26.355075436134,15.8130452616804,214.67200718578098,227.17184393555402,16.7021003367893,9.8771113219509,25.3821062631851,41.877176253549706,74
2.0,1.0,3.0,1.0,10258.0,0.453159004449844,77.07952880859379,501.88799574860803,599.654627256903,1437.44115450147,1816.6598989567199,1226.43556534382,15.7025345481286,11.4963510901811,15.9416594397245,20.003637389737,329.288341038812,334.594109729614,12.5223674246256,2161.48146417281,8588.06074098759,3.8300137610813,2795.7504754443207,350.360324324203,62.392291603461715,2408.32051480235,227.21215049867803,227.211136843959,26.348065539692602,15.808839323815599,214.61490518508597,227.11158214745097,16.7024972846285,9.87743725192528,25.38539637348,41.8722676193006,74
2.0,1.0,3.0,1.0,10262.0,0.451961994171143,77.07952880859379,501.76681582329,599.526197801983,1437.21042654168,1816.29669143452,1226.22527038841,15.689450963351,11.486033083471598,15.9283766125391,19.986839880781396,329.048382785123,334.35116415862,12.516127841192803,2161.30304874448,8587.366353224059,3.82658211963002,2795.22598609079,350.105931056146,62.3469510425126,2406.17843688981,227.067381505389,227.071395958101,26.331558647550697,15.7989351885304,214.47935130416698,226.96880030181197,16.6867721727002,9.88349892044805,25.387562024677703,41.86525858011571,74
2.0,1.0,3.0,1.0,10265.0,0.451016992330551,77.07952880859379,501.677145958303,599.41563207296,1437.03553564931,1816.18784907254,1226.23225481444,15.6791806859007,11.4784210111135,15.9179499349246,19.9728459075817,328.872428779195,334.170766228455,12.513093807242301,2161.04102822751,8586.780689100071,3.82467849513331,2795.0973836607204,349.917032699953,62.31230740477,2404.4178091519298,226.951069547413,226.95696270979198,26.318041220094102,15.790824732056501,214.36902187026797,226.852093509564,16.674274831811303,9.89197721381817,25.3819307446722,41.8668194034725,74
2.0,1.0,3.0,1.0,10270.0,0.450827986001968,77.07952880859379,501.64028998692703,599.363613591608,1436.95886407398,1816.1828634664002,1226.2694421626,15.6739456565773,11.474715611175599,15.912635184342502,19.965524615234607,328.782929440806,334.07848129178296,12.5112439859881,2160.8997911868,8586.50826447217,3.82385665681677,2795.110232247521,349.82039925841104,62.294364148549,2403.56834270868,226.89257505350201,226.894905189539,26.3107106755143,15.7864264053086,214.30957071024102,226.788921979276,16.670666128483802,9.89786388454948,25.3775332002355,41.869217443720004,74
2.0,1.0,3.0,1.0,10278.0,0.4503870010375979,77.07952880859379,501.572796192509,599.291405702591,1436.83368999519,1815.9716855857198,1226.12950901975,15.665543126237301,11.4681151255335,15.9041046966876,19.954780042335997,328.629651629129,333.923303923383,12.506295455614099,2160.8289450726998,8586.13837419648,3.82166402981138,2794.8028086742797,349.657909867417,62.26545159929029,2402.28874504835,226.803775015523,226.80393600018502,26.299964940021802,15.7799789640131,214.22176945992905,226.696186645148,16.664318286334698,9.90311849698227,25.3790382361825,41.8647265671796,74
2.0,1.0,3.0,1.0,10280.0,0.450764983892441,77.07952880859379,501.597194366642,599.3028658563929,1436.8298050581698,1816.1012012464005,1226.24081588503,15.6668051355234,11.469781623599602,15.9053859243892,19.955919644652397,328.630535843955,333.922624441271,12.506517984812401,2160.71682510455,8586.06616793403,3.82220030345542,2795.01346003757,349.657198367823,62.26460537929751,2402.49535819866,226.79555434511002,226.796155713296,26.299045893633103,15.7794275361798,214.21379066340302,226.687573452306,16.6693223995613,9.89960376554325,25.375038431494,41.8704885627949,74
2.0,1.0,3.0,1.0,10285.0,0.450827986001968,77.07952880859379,501.58462316502,599.294820261895,1436.8230981896204,1816.00627165191,1226.14418184645,15.664831737516401,11.468024649930598,15.903382474635901,19.9537153904206,328.6002852217,333.892764014972,12.5043829255183,2160.78306071878,8586.07756169266,3.82148352878416,2794.86188568081,349.625930905729,62.259397968734895,2402.2978976178,226.782467976119,226.781010597975,26.2972568768858,15.778354126131498,214.200000489428,226.672919357156,16.670408218116698,9.9013739720219,25.377556803165497,41.86649045158671,74
2.0,1.0,3.0,1.0,10292.0,0.450764983892441,77.07952880859379,501.555532724156,599.262666739834,1436.74627514431,1815.89089001667,1226.05773151288,15.6603082581882,11.4646304301779,15.898790109835696,19.948033461171,328.501418017306,333.792662929183,12.5005824985236,2160.73620538566,8585.84119099206,3.82015459614285,2794.6960493324395,349.521113014851,62.2407675255181,2401.65484982361,226.723717367397,226.721976731531,26.2902835014121,15.774170100847304,214.142330197329,226.61210666118598,16.6695162848115,9.90106165321908,25.3791121360633,41.8645271887068,74
2.0,1.0,3.0,1.0,10300.0,0.452466011047363,77.07952880859379,501.669199990162,599.368481507002,1436.89459174749,1816.23717498897,1226.25521858633,15.6693184216063,11.4725819755074,15.9079374838642,19.9594176871543,328.630537281306,333.921958577354,12.5021220150088,2160.776614443361,8586.229292316992,3.82251151579853,2795.21544858987,349.656501128119,62.264325411813296,2403.31468412403,226.792085162738,226.787444862388,26.298016924369602,15.778810154621803,214.205702627579,226.678532995582,16.6913835061154,9.890650998922991,25.375097367442198,41.8738975711661,74
2.0,1.0,3.0,1.0,10302.0,0.453096002340317,77.07952880859379,501.719137006364,599.438431742638,1436.98228319401,1816.1497422202801,1226.09895818961,15.674566202699197,11.476257393118999,15.9132651804053,19.967199528081398,328.70372437948396,333.99887704827097,12.501204310723601,2161.00707425529,8586.56581188996,3.82273943114094,2795.05100251326,349.73704402960294,62.279861514389296,2404.35933290848,226.84968278878102,226.84424722564,26.3047267035288,15.7828360221173,214.260661576866,226.736854769066,16.7016479880466,9.88268050710053,25.3837934760082,41.8670703475799,74
